BPL.BLD.ID,1.2,2.1,2.3,2.4,2.5,3.1,3.2,3.4,3.5,3.6,4.1,4.2,4.3,4.5,4.6,4.7,4.8,5.1,5.3,5.4,5.5,5.6,6.1,6.2,7.1,7.2,7.3,8.1,8.2,8.3,8.4,8.5,Age,Experience,LogCheck
1174,Monthly,Daily,Seasonally,Not applicable,Seasonally,Seasonally,Not applicable,Not applicable,Never,Seasonally,Daily,Daily,Not applicable,Not applicable,Daily,Not applicable,Never,Daily,Daily,Daily,Not applicable,Never,Daily,Not applicable,Daily,Never,Never,Daily,Not applicable,Never,Never,Never,44-54,15-20Y,
1175,Daily,Daily,Daily,Monthly,Monthly,Weekly,Weekly,Daily,Daily,Daily,Seasonally,Monthly,Monthly,Monthly,Daily,Monthly,Monthly,Daily,Daily,Daily,Daily,Monthly,Daily,Daily,Weekly,Monthly,Never,Daily,Daily,Not applicable,Not applicable,Daily,44-54,20+Y,Y
1176,Monthly,Monthly,Not applicable,Not applicable,Not applicable,Daily,Daily,Never,Daily,Seasonally,Not applicable,Not applicable,Not applicable,Not applicable,Daily,Never,Daily,Daily,Never,Daily,Never,Daily,Never,Never,Never,Never,Never,Weekly,Never,Not applicable,Not applicable,Not applicable,44-54,15-20Y,
1183,Daily,Monthly,Weekly,Never,Seasonally,Never,Never,Never,Daily,Seasonally,Never,Monthly,Daily,Seasonally,Monthly,Never,Seasonally,Monthly,Daily,Not applicable,Not applicable,Not applicable,Monthly,Monthly,Daily,Never,Seasonally,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,55+,20+Y,
1187,Monthly,Monthly,Never,Never,Daily,Seasonally,Not applicable,Not applicable,Daily,Monthly,Never,Not applicable,Not applicable,Not applicable,Monthly,Monthly,Monthly,Daily,Daily,Not applicable,Not applicable,Monthly,Never,Daily,Never,Never,Never,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,55+,20+Y,
1188,Monthly,Weekly,Weekly,Never,Seasonally,Daily,Daily,Never,Daily,Daily,Never,Monthly,Never,Never,Daily,Daily,Daily,Daily,Daily,Daily,Seasonally,Daily,Daily,Daily,Daily,Daily,Never,Not applicable,Not applicable,Not applicable,Not applicable,NA,44-54,20+Y,Y
1189,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Never,Daily,Seasonally,Never,Daily,Never,Daily,Daily,Daily,Daily,Daily,Daily,Never,Never,Never,Daily,Daily,Daily,Daily,Never,Daily,Daily,Never,Never,Never,44-54,10-15Y,
1192,Daily,Never,Daily,Monthly,Weekly,Daily,Not applicable,Daily,Daily,Daily,Never,Monthly,Never,Not applicable,Monthly,Monthly,Weekly,Daily,Daily,Never,Never,Never,Daily,Daily,Daily,Never,Never,Daily,Never,Monthly,Monthly,Daily,44-54,15-20Y,
1193,Daily,Daily,Monthly,Monthly,Monthly,Daily,Never,Daily,Daily,Seasonally,Never,Daily,Not applicable,Not applicable,Monthly,Daily,Monthly,Daily,Daily,Not applicable,Not applicable,Not applicable,Daily,Daily,Daily,Never,Never,Daily,Never,Daily,Daily,Daily,44-54,20+Y,
1195,Daily,Daily,Seasonally,Never,Not applicable,Daily,Never,Never,Daily,Daily,NA,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,44-54,20+Y,Y
1198,Daily,Daily,Daily,Never,Seasonally,Daily,Never,Never,Daily,Daily,Never,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Never,Never,Monthly,Daily,Daily,Daily,Never,Never,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,44-54,15-20Y,
1199,Daily,Not applicable,Daily,Never,Seasonally,Never,Never,Never,Daily,Seasonally,Seasonally,Daily,Never,Never,Monthly,Monthly,Monthly,Daily,Daily,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Never,Never,Never,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,55+,20+Y,
1201,Daily,Daily,Daily,Daily,Weekly,Seasonally,Never,Never,Never,Seasonally,Not applicable,Daily,Never,Weekly,Weekly,Weekly,Monthly,Daily,Daily,Weekly,Never,Weekly,Daily,Daily,Daily,Daily,Daily,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,44-54,15-20Y,
1203,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Seasonally,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Not applicable,Not applicable,55+,20+Y,Y
1204,Daily,Daily,Seasonally,Seasonally,Seasonally,Weekly,Never,Never,Daily,Seasonally,Never,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Weekly,Never,Never,Daily,Never,Daily,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,44-54,10-15Y,
1206,Daily,Daily,Daily,Never,Daily,Weekly,Never,Never,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Weekly,Daily,Daily,Not applicable,Not applicable,Not applicable,Daily,Daily,Never,Never,Never,Daily,Never,Never,Never,Never,44-54,20+Y,Y
1212,NA,Never,Never,Never,Never,Daily,Never,Daily,Daily,Weekly,Not applicable,Daily,Daily,Daily,Daily,Daily,Weekly,Daily,Daily,Not applicable,Not applicable,Not applicable,Never,Daily,NA,Weekly,Never,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,44-54,20+Y,
1214,Daily,Monthly,NA,NA,NA,Seasonally,Seasonally,Daily,Daily,Daily,Not applicable,Monthly,Monthly,Monthly,Monthly,Monthly,Monthly,Daily,Daily,Monthly,Monthly,Monthly,Daily,Daily,Daily,Daily,Annually,Daily,Daily,Daily,Never,Never,44-54,15-20Y,
1217,Daily,Daily,Daily,Never,Daily,Daily,Never,Never,Daily,Daily,Daily,Not applicable,Not applicable,Not applicable,Monthly,Monthly,Monthly,Daily,Daily,Not applicable,Not applicable,Not applicable,Daily,Daily,Never,Never,Never,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,55+,NA,
1218,Weekly,Daily,Monthly,Not applicable,Not applicable,Daily,Weekly,Weekly,Weekly,Daily,Daily,Not applicable,Weekly,Not applicable,Daily,Daily,Daily,Daily,Not applicable,Not applicable,Not applicable,Not applicable,Daily,Weekly,Daily,Not applicable,Not applicable,Daily,Not applicable,Not applicable,Not applicable,Monthly,55+,20+Y,
1220,Monthly,Monthly,Monthly,Never,Weekly,Daily,Monthly,Never,Daily,Weekly,Daily,Monthly,Weekly,Monthly,Daily,Daily,Daily,Daily,Daily,Weekly,NA,Monthly,Never,Never,Monthly,Monthly,Never,Monthly,Monthly,Monthly,Monthly,Monthly,55+,20+Y,
1221,Daily,Daily,Not applicable,Not applicable,Daily,Not applicable,Not applicable,Not applicable,Not applicable,Daily,Not applicable,Not applicable,Not applicable,Not applicable,Monthly,Monthly,Monthly,Daily,Daily,Not applicable,Not applicable,Monthly,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Not applicable,Not applicable,44-54,20+Y,
1224,Daily,Daily,Daily,Never,Daily,Daily,Never,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Not applicable,Daily,Daily,Daily,Daily,Daily,35-44,10-15Y,Y
1226,Weekly,Weekly,Seasonally,Seasonally,Seasonally,Daily,Daily,Never,Daily,Daily,Daily,Daily,Never,Seasonally,NA,Never,Seasonally,Daily,Daily,Never,Never,Seasonally,Daily,Seasonally,Seasonally,Seasonally,Seasonally,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,44-54,10-15Y,Y
1227,Daily,Never,Monthly,Never,Monthly,Daily,Never,NA,Never,Daily,Daily,Daily,Daily,Daily,Daily,Daily,NA,Daily,Daily,Never,Never,Never,Never,Never,Daily,Daily,Daily,Daily,Never,Never,Never,Never,55+,20+Y,Y
1228,Weekly,Daily,NA,NA,NA,Monthly,Seasonally,Not applicable,Not applicable,Monthly,Not applicable,Daily,Daily,Daily,Daily,Daily,Monthly,Daily,Daily,Not applicable,Not applicable,Not applicable,Weekly,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,44-54,20+Y,
1235,Daily,Not applicable,Monthly,Not applicable,Daily,Daily,Not applicable,Daily,Daily,Daily,Seasonally,Daily,Daily,Daily,Daily,Not applicable,Daily,Daily,Daily,Not applicable,Not applicable,Daily,NA,Daily,NA,Not applicable,Not applicable,Daily,Not applicable,Daily,Daily,Not applicable,55+,20+Y,
1237,Daily,Daily,Monthly,Monthly,Weekly,Daily,Daily,Never,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,44-54,15-20Y,
1238,Daily,Daily,Daily,Not applicable,Daily,Monthly,Never,Never,Daily,Seasonally,Not applicable,Not applicable,Not applicable,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Not applicable,Not applicable,Not applicable,Daily,Not applicable,Not applicable,Not applicable,Not applicable,55+,20+Y,
1240,Daily,Never,Daily,Never,Monthly,Daily,Never,Never,Daily,Seasonally,Never,Daily,Never,Daily,Daily,Never,Daily,Daily,Daily,Never,Never,Never,Daily,Never,Daily,Never,Daily,Daily,Never,Never,Never,Never,55+,15-20Y,
1241,Daily,Not applicable,Seasonally,Not applicable,Seasonally,Not applicable,Not applicable,Never,Not applicable,Seasonally,Never,Not applicable,Not applicable,Not applicable,Daily,Daily,Monthly,Daily,Daily,Not applicable,Daily,Monthly,Daily,Daily,Daily,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,55+,20+Y,
1246,Daily,Daily,NA,NA,NA,Seasonally,Seasonally,Never,Daily,Seasonally,Seasonally,Daily,Daily,Monthly,Seasonally,Seasonally,Seasonally,Daily,Daily,Not applicable,Not applicable,Not applicable,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Never,55+,20+Y,
1247,Daily,Daily,Never,Never,Daily,Daily,Never,Never,Daily,Daily,Never,Daily,Never,Seasonally,Daily,Daily,Daily,Daily,Daily,Not applicable,Not applicable,Not applicable,Daily,Daily,Daily,Never,Never,Never,Never,Never,Never,Never,55+,10-15Y,
1250,Daily,Monthly,Not applicable,Not applicable,Annually,Not applicable,Not applicable,Not applicable,Daily,Seasonally,Not applicable,Not applicable,Not applicable,Not applicable,Daily,Not applicable,Not applicable,Daily,Not applicable,Daily,Daily,Daily,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,44-54,15-20Y,
1254,Daily,Daily,Daily,Weekly,Weekly,No understanding,No understanding,Never,Daily,Seasonally,Never,Daily,Daily,Daily,Not applicable,Not applicable,Not applicable,Daily,Daily,Not applicable,Not applicable,Not applicable,Daily,Daily,NA,Daily,Never,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,55+,20+Y,
1256,Daily,Daily,Monthly,Never,Monthly,Daily,Never,Never,Daily,Daily,Daily,Monthly,Monthly,Daily,Daily,Monthly,Daily,Daily,Daily,Weekly,Weekly,Daily,Daily,Daily,Daily,Never,Never,Daily,Never,Daily,Daily,Daily,35-44,15-20Y,
1259,Daily,Seasonally,Daily,Seasonally,Seasonally,Seasonally,Never,Never,Daily,Seasonally,Daily,Daily,Daily,Daily,Daily,Daily,Seasonally,Daily,Daily,Daily,Daily,Seasonally,Daily,Daily,Daily,Seasonally,Seasonally,NA,NA,NA,NA,NA,44-54,20+Y,
1263,Daily,Daily,Daily,Never,Never,Never,Never,Never,Daily,Weekly,Daily,Never,Never,Never,Never,Never,Never,Daily,Daily,Never,Never,Never,Daily,Daily,Never,Never,Never,Daily,Never,Never,Never,Never,44-54,10-15Y,
1265,Daily,Never,Weekly,Never,Annually,Daily,Never,Never,Daily,Seasonally,Not applicable,Daily,Never,Annually,Monthly,Daily,Annually,Daily,Seasonally,Not applicable,Not applicable,Not applicable,Daily,Never,Daily,Never,Annually,Daily,Never,Seasonally,Not applicable,Daily,55+,15-20Y,
1266,Monthly,Weekly,Daily,Never,Annually,Seasonally,Never,Never,Daily,Monthly,Never,Weekly,Daily,Never,Monthly,Daily,Monthly,Daily,Daily,Not applicable,Not applicable,Not applicable,Weekly,Never,Weekly,Weekly,Never,Daily,Never,Never,Daily,Weekly,44-54,20+Y,
1269,Monthly,Not applicable,Daily,Never,Daily,Never,Never,Daily,Daily,Daily,Daily,Daily,Never,Never,Daily,Never,Daily,Daily,Daily,Daily,Never,Daily,Daily,Daily,Daily,Never,Never,Daily,Never,Never,Never,Never,35-44,15-20Y,
1271,Daily,Daily,Daily,Daily,Daily,Daily,Never,Never,Daily,Daily,Not applicable,Daily,Daily,Daily,Weekly,Daily,Weekly,Daily,Daily,Daily,Never,Seasonally,Daily,Daily,Daily,Daily,Never,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,44-54,20+Y,
1276,Not applicable,Daily,Seasonally,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Daily,Seasonally,Not applicable,Not applicable,Not applicable,Not applicable,Daily,Daily,Not applicable,Daily,Daily,Not applicable,Not applicable,Not applicable,Not applicable,Seasonally,Daily,Not applicable,Never,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,44-54,20+Y,
1278,Daily,Daily,NA,NA,NA,Daily,Never,Never,Daily,Seasonally,Never,Daily,Daily,Never,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Never,Daily,Daily,Daily,Never,Daily,Never,Daily,Never,Never,Never,44-54,20+Y,
1279,Daily,Weekly,Daily,Daily,Annually,Daily,Daily,Never,Not applicable,Seasonally,Never,Weekly,Daily,Seasonally,Daily,Daily,Daily,Daily,Daily,Not applicable,Not applicable,Not applicable,Seasonally,Monthly,Daily,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,44-54,20+Y,
1282,Seasonally,NA,Seasonally,Seasonally,Seasonally,Daily,Daily,Daily,Daily,Seasonally,Seasonally,Not applicable,Not applicable,Not applicable,Daily,Not applicable,Not applicable,Seasonally,Seasonally,Not applicable,Not applicable,Not applicable,No understanding,No understanding,Seasonally,Seasonally,No understanding,Daily,Daily,NA,Never,Never,55+,10-15Y,Y
1283,Daily,Weekly,Daily,Never,Daily,Monthly,Never,Never,Daily,Daily,Not applicable,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Not applicable,Not applicable,Not applicable,Daily,Daily,Daily,Never,Never,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,35-44,20+Y,
1285,Daily,Daily,Seasonally,Never,Seasonally,Never,Monthly,Never,Daily,Monthly,Never,Monthly,Daily,Monthly,Monthly,Daily,Monthly,Daily,Daily,Monthly,Daily,Monthly,Never,Never,Seasonally,Never,Never,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,35-44,10-15Y,
1286,Monthly,Daily,Seasonally,Never,Never,Seasonally,Never,Never,Daily,Monthly,Not applicable,Never,Never,Never,Monthly,Never,Seasonally,Daily,Daily,Not applicable,Not applicable,Not applicable,NA,NA,Daily,Never,Never,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,44-54,15-20Y,
1287,Daily,Daily,Not applicable,Not applicable,Seasonally,Not applicable,Not applicable,Never,Daily,Daily,Not applicable,Monthly,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Not applicable,Not applicable,Not applicable,Daily,Daily,Daily,No understanding,No understanding,Daily,Not applicable,Not applicable,Not applicable,Not applicable,44-54,20+Y,
1289,Daily,Daily,Seasonally,Never,Seasonally,Seasonally,Never,Never,NA,Seasonally,Daily,Daily,Daily,Never,Daily,Daily,Daily,Daily,Daily,Daily,Never,Monthly,Daily,Daily,Daily,Never,Seasonally,Daily,Never,Seasonally,Seasonally,Seasonally,44-54,20+Y,
1290,Monthly,Never,Monthly,Never,Annually,Daily,Never,Never,Daily,Seasonally,Seasonally,Daily,Daily,Daily,Daily,Daily,No understanding,Daily,Daily,Daily,Daily,Not applicable,Daily,Never,Never,Never,Never,Daily,Never,No understanding,Not applicable,Not applicable,55+,20+Y,
1293,Never,Never,Not applicable,Not applicable,Not applicable,Daily,Daily,Not applicable,Seasonally,Weekly,Never,Daily,Daily,Never,Daily,Daily,Never,Daily,Daily,Not applicable,Not applicable,Not applicable,Daily,Never,Daily,Never,Never,Daily,Never,Daily,Daily,Daily,55+,20+Y,
1297,Daily,Weekly,Seasonally,Seasonally,Seasonally,Monthly,Never,Never,Daily,Seasonally,Never,Seasonally,Daily,Daily,Monthly,Monthly,Monthly,Daily,Daily,Daily,Daily,Seasonally,Daily,Never,Daily,Never,Never,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,44-54,20+Y,
1299,Daily,NA,Seasonally,Seasonally,Seasonally,Seasonally,Never,Never,Daily,Seasonally,Daily,Daily,Daily,Daily,Seasonally,Daily,Seasonally,Daily,Daily,Daily,Daily,Seasonally,Daily,Never,Never,Never,Never,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,55+,20+Y,
1300,Weekly,Daily,Weekly,Never,Weekly,Not applicable,Not applicable,Never,Daily,Weekly,Seasonally,Daily,Daily,Seasonally,Daily,Daily,Seasonally,Daily,Daily,Daily,Daily,Monthly,Daily,Daily,Daily,Daily,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,44-54,20+Y,Y
1304,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Daily,Never,Never,Daily,Daily,Not applicable,Daily,Daily,Never,Daily,Daily,Daily,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,35-44,15-20Y,
1306,Daily,Weekly,Seasonally,Never,Seasonally,Never,Never,Never,Daily,Seasonally,Daily,Weekly,Never,Never,Daily,Never,Daily,Daily,Daily,Seasonally,Never,Seasonally,Never,Never,Daily,Daily,Never,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,44-54,20+Y,
1308,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Weekly,Never,Never,Daily,Monthly,Not applicable,Daily,Never,Daily,Daily,Monthly,Daily,Not applicable,Not applicable,Never,Never,Weekly,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Daily,Daily,Weekly,Monthly,Weekly,44-54,15-20Y,
1310,Daily,Seasonally,Seasonally,Never,Seasonally,Daily,Never,Never,Daily,Seasonally,Never,Daily,Daily,Never,Daily,Daily,Never,Daily,Daily,Not applicable,Not applicable,Not applicable,Never,Never,Never,Never,Never,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,44-54,20+Y,
1312,Daily,Daily,Seasonally,Seasonally,Seasonally,Daily,Daily,Daily,Daily,Seasonally,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,NA,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Monthly,Monthly,Monthly,Monthly,Monthly,55+,20+Y,
1313,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Daily,Seasonally,Never,Daily,Seasonally,Not applicable,Not applicable,Daily,Monthly,Weekly,Daily,Weekly,Not applicable,Not applicable,Daily,Daily,Weekly,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Daily,Daily,Not applicable,Not applicable,Never,44-54,20+Y,Y
1314,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Daily,Daily,Never,Never,Weekly,Never,Daily,Daily,Weekly,Daily,Daily,Daily,Not applicable,Not applicable,Daily,Daily,Daily,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Daily,Daily,Daily,Seasonally,Seasonally,35-44,15-20Y,Y
1316,Daily,Daily,Seasonally,Seasonally,Seasonally,Seasonally,Daily,Daily,Daily,Seasonally,Not applicable,Daily,Daily,Not applicable,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Not applicable,Daily,Daily,Not applicable,Not applicable,Not applicable,55+,20+Y,
1318,Daily,Daily,Never,Never,Seasonally,Seasonally,Never,Never,Daily,Monthly,Not applicable,Not applicable,Daily,Not applicable,Daily,Daily,Not applicable,Daily,Not applicable,Not applicable,Not applicable,Not applicable,Never,Never,Never,Never,Never,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,55+,20+Y,
1320,Daily,Daily,Never,Never,Never,Seasonally,Never,Never,Seasonally,Seasonally,Seasonally,Daily,Daily,Daily,Daily,Daily,Seasonally,Daily,Daily,Daily,Daily,Never,Daily,Daily,Daily,Never,Daily,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,55+,20+Y,
1321,Daily,Never,Monthly,Never,Monthly,Weekly,Never,Never,Daily,Monthly,Seasonally,Daily,Daily,Seasonally,Daily,Daily,Seasonally,Daily,Daily,Daily,Daily,Seasonally,Daily,Daily,Daily,Never,Weekly,Weekly,Never,Seasonally,Never,Seasonally,55+,20+Y,Y
1322,Monthly,Not applicable,Not applicable,Never,Never,Not applicable,Not applicable,Not applicable,Daily,Monthly,Not applicable,Weekly,Weekly,Weekly,Weekly,Monthly,Weekly,Daily,Weekly,Daily,Monthly,Monthly,Weekly,Monthly,Monthly,Monthly,Not applicable,Weekly,Never,Never,Never,Never,44-54,15-20Y,Y
1323,Daily,Daily,Seasonally,Never,Seasonally,Seasonally,Daily,Never,Daily,Daily,Not applicable,Daily,Daily,Seasonally,Daily,Daily,Never,Daily,Daily,Daily,Daily,Never,Daily,Daily,Never,Never,Never,Daily,Never,Never,Never,Never,55+,20+Y,Y
1324,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Daily,Never,Never,Daily,Daily,Daily,Never,Never,Never,Daily,Never,Daily,Not applicable,Not applicable,Seasonally,Never,Daily,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Daily,Never,Never,Never,Never,44-54,5-10Y,
1325,Monthly,Daily,Daily,Seasonally,Seasonally,Monthly,Never,Daily,Daily,Never,Not applicable,Weekly,Never,Seasonally,Daily,Never,Daily,Daily,Daily,Seasonally,Never,Daily,Weekly,Never,Daily,Never,Never,Daily,Never,Weekly,Never,Never,55+,20+Y,
1327,Daily,Monthly,Monthly,Seasonally,Annually,Seasonally,Monthly,Never,Daily,Seasonally,Seasonally,Daily,Never,Daily,Daily,Daily,Never,Daily,Daily,Not applicable,Not applicable,Not applicable,Daily,Daily,Daily,Daily,Never,Daily,Daily,Seasonally,Daily,Weekly,44-54,20+Y,
1328,Daily,Daily,Daily,Never,Never,NA,Not applicable,Not applicable,Daily,Seasonally,Never,Daily,Never,Daily,Daily,Monthly,Daily,Daily,Daily,Daily,Daily,Seasonally,Daily,Daily,Never,Never,Never,Never,Never,Never,Never,Never,55+,15-20Y,Y
1329,Daily,Daily,Daily,Daily,Monthly,Seasonally,Seasonally,Never,Daily,Weekly,Daily,Daily,Daily,Daily,Daily,Never,Daily,Daily,Daily,Not applicable,Not applicable,Not applicable,Daily,Daily,Daily,Daily,Daily,Daily,Never,Daily,Daily,Daily,55+,10-15Y,
1330,Daily,Not applicable,Monthly,Never,Monthly,Not applicable,NA,Never,Never,Monthly,Never,Never,Never,Never,Daily,Daily,Daily,Daily,Daily,Never,Never,Never,Daily,Never,Daily,Never,Never,Daily,Never,Monthly,Never,Never,44-54,15-20Y,
