BPL.BLD.ID,1.1,1.2,1.3,1.4,2.1,2.2,2.3,2.4,2.5,3.1,3.2,3.3,3.4,3.5,3.6,3.7,4.1,4.2,4.3,4.5,4.6,4.7,4.8,5.1,5.2,5.3,5.4,5.5,5.6,6.1,6.2,6.3,7.1,7.2,7.3,7.4,8.1,8.2,8.3,8.4,8.5,Age,Experience
1248,Daily,Daily,Daily,Daily,Never,Daily,Never,Never,Never,Never,Never,Daily,Never,Daily,Seasonally,Daily,Never,Not Applicable,Daily,Daily,Monthly,Daily,Daily,Daily,Daily,Daily,Not Applicable,Not Applicable,Not Applicable,Daily,Daily,Daily,Never,Never,Never,Annually,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,55+,20+Y
1249,Weekly,Weekly,Daily,Daily,Daily,Daily,Daily,Never,Never,Daily,Never,Daily,Never,Daily,Monthly,Weekly,Seasonally,Daily,Daily,Daily,Daily,Weekly,Seasonally,Daily,Daily,Daily,Daily,Daily,Monthly,Daily,Never,Daily,Daily,Never,Seasonally,Seasonally,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,55+,20+Y
1250,Daily,Daily,Daily,Daily,Never,Daily,Seasonally,Never,Annually,Seasonally,Not Applicable,Daily,Never,Seasonally,Seasonally,Seasonally,Annually,Annually,Never,Never,Seasonally,Never,Seasonally,Not Applicable,Daily,Never,Never,Never,Not Applicable,Daily,Daily,Daily,Never,Never,Never,Annually,Monthly,Never,Never,Never,Never,45-54,10-15Y
1254,Daily,Daily,Daily,Daily,Daily,Daily,Never,Never,Seasonally,Seasonally,Never,Daily,Seasonally,Daily,Weekly,Daily,Never,Weekly,Daily,Never,Not Applicable,Not Applicable,Not Applicable,Monthly,Daily,Daily,Not Applicable,Not Applicable,Not Applicable,Weekly,Weekly,Never,Weekly,Never,Never,Annually,Weekly,Never,Monthly,Never,Never,55+,15-20Y
1255,Daily,Daily,Daily,Daily,Daily,Daily,Never,Never,Never,Daily,Never,Daily,Never,Daily,Seasonally,Never,Never,Daily,Never,Daily,Monthly,Never,Never,Daily,Daily,Daily,Not Applicable,Not Applicable,Not Applicable,Daily,Daily,Daily,Daily,Never,Never,Annually,Daily,Never,Daily,Not Applicable,Never,55+,20+Y
1256,Daily,Daily,Daily,Daily,Weekly,Daily,Weekly,Never,Monthly,Monthly,Never,Weekly,Never,Weekly,Seasonally,Monthly,Daily,Weekly,Daily,Weekly,Daily,Daily,Weekly,Daily,Daily,Daily,Not Applicable,Not Applicable,Not Applicable,Daily,Weekly,Daily,Daily,Never,Never,Monthly,Daily,Never,Never,Never,Never,35-40,10-15Y
1258,Never,Monthly,Never,Never,Weekly,Daily,Daily,Never,Monthly,Daily,Never,Daily,Never,Daily,Daily,Daily,Daily,Daily,Never,Daily,Daily,Never,Daily,Never,Daily,Daily,Never,Daily,Daily,Daily,Daily,Daily,Never,Never,Never,Seasonally,Daily,Never,Daily,Daily,Daily,45-54,20+Y
1259,Weekly,Weekly,Daily,Never,Daily,Daily,Daily,Never,Seasonally,Seasonally,Seasonally,Daily,Never,Daily,Seasonally,Seasonally,Seasonally,Not Applicable,Never,Not Applicable,Weekly,Never,Seasonally,Daily,Daily,Daily,Not Applicable,Never,Seasonally,Daily,Daily,Daily,Daily,Never,Seasonally,Seasonally,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,45-54,20+Y
1263,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Never,Weekly,Never,Never,Daily,Never,Daily,Weekly,Weekly,Daily,Daily,Never,Weekly,Daily,Never,Daily,Daily,Daily,Daily,Never,Never,Never,Never,Daily,Daily,Daily,Never,Daily,Seasonally,Weekly,Never,Never,Never,Never,45-54,10-15Y
1265,Daily,Daily,Daily,Daily,Daily,Daily,Never,Never,Seasonally,Not Applicable,Never,Daily,Never,Daily,Daily,Daily,Not Applicable,Not Applicable,Never,Daily,Daily,Never,Daily,Daily,Daily,Daily,Never,Not Applicable,Not Applicable,Never,Never,Daily,Daily,Never,Never,Annually,Daily,Never,Never,Never,Never,55+,5-10Y
1266,Daily,Monthly,Daily,Daily,Weekly,Monthly,Weekly,Never,Seasonally,Weekly,Never,Daily,Never,Daily,Weekly,Daily,Never,Monthly,Never,Never,Weekly,Never,Seasonally,Daily,Daily,Daily,Never,never,Never,Never,Never,Daily,Daily,Never,Never,Monthly,Daily,Never,Never,Never,Daily,45-54,20+Y
1267,Daily,Daily,Daily,Never,Never,Not Applicable,Monthly,Never,Seasonally,Daily,Daily,Daily,Never,Daily,Weekly,Weekly,Not Applicable,Daily,Not Applicable,Not Applicable,Monthly,Never,Monthly,Daily,Daily,Daily,Not Applicable,Not Applicable,Not Applicable,Never,Never,Daily,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Daily,Never,Never,Never,Never,55+,20+Y
1268,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Never,Never,Not Applicable,Not Applicable,Daily,Never,Daily,Daily,Daily,Never,Not Applicable,Not Applicable,Not Applicable,Daily,Never,Daily,Daily,Daily,Daily,Not Applicable,Not Applicable,Not Applicable,Daily,Daily,Daily,Never,Never,Monthly,Never,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,45-54,5-10Y
1269,Monthly,Monthly,Daily,Daily,Daily,Never,Never,Never,Monthly,Never,Never,Daily,Never,Never,Daily,Daily,Never,Never,Never,Never,Daily,Never,Never,Daily,Never,Never,Never,Never,Weekly,Daily,Daily,Daily,Never,Never,Never,Annually,Daily,Never,Not Applicable,Not Applicable,Not Applicable,35-40,10-15Y
1271,Daily,Daily,Daily,Daily,Not Applicable,Not Applicable,Daily,Not Applicable,Not Applicable,Daily,Daily,Daily,Not Applicable,Daily,Daily,Daily,Not Applicable,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Not Applicable,Not Applicable,Not Applicable,Daily,Daily,Not Applicable,Not Applicable,Seasonally,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,45-54,20+Y
1276,Daily,Daily,Daily,Daily,Daily,Daily,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No understanding,Daily,No understanding,No understanding,No understanding,No understanding,No understanding,Not Applicable,Not Applicable,Not Applicable,Daily,Daily,No understanding,Daily,Daily,Daily,Not Applicable,Not Applicable,Not Applicable,Daily,No understanding,Daily,No understanding,No understanding,No understanding,No understanding,Weekly,No understanding,Not Applicable,Not Applicable,No understanding,45-54,15-20Y
1277,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Never,Weekly,Never,Never,Daily,Never,Daily,Daily,Daily,Never,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Never,Daily,Daily,Daily,Daily,Never,Never,Seasonally,Daily,Never,Never,Never,Never,45-54,20+Y
1278,Daily,Daily,Daily,Daily,Never,Daily,Daily,Never,Daily,Weekly,Never,Daily,Never,Daily,Weekly,Weekly,Never,Daily,Never,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Never,Seasonally,Never,Daily,Daily,Daily,Never,Daily,Monthly,Daily,Never,Never,Not Applicable,Never,35-40,20+Y
1279,Daily,Daily,Daily,Daily,Monthly,Daily,Daily,Never,Monthly,Daily,Never,Daily,Never,Daily,Daily,Daily,Never,Daily,Daily,Monthly,Daily,Daily,Daily,Daily,Daily,Daily,Not Applicable,Not Applicable,Not Applicable,Daily,Daily,Daily,Daily,Never,Never,Seasonally,Daily,Never,Not Applicable,Not Applicable,Not Applicable,45-54,20+Y
1282,Daily,Daily,Daily,Daily,Daily,Weekly,Weekly,Never,Seasonally,Daily,Daily,Daily,Never,Daily,Monthly,Seasonally,Never,Never,Never,Never,Daily,Monthly,Monthly,Daily,Daily,Daily,Never,Never,Not Applicable,Daily,Weekly,Daily,Never,Never,Daily,Seasonally,Never,Never,Never,Weekly,Never,45-54,10-15Y
1284,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Weekly,Daily,Weekly,Daily,Daily,Daily,Weekly,Weekly,Weekly,Daily,Weekly,Weekly,Daily,Daily,Daily,Daily,Daily,Daily,Not Applicable,Not Applicable,Not Applicable,Daily,Daily,Daily,Daily,Daily,Monthly,Monthly,Daily,Weekly,Not Applicable,Not Applicable,Not Applicable,45-54,5-10Y
1285,Daily,Daily,Daily,Daily,Never,Daily,Weekly,Weekly,Monthly,Seasonally,Never,Daily,Never,Daily,Monthly,Monthly,Never,Monthly,Never,Never,Monthly,Never,Monthly,Daily,Daily,Never,Not Applicable,Not Applicable,Not Applicable,Daily,Monthly,Daily,Monthly,Never,Never,Monthly,Weekly,Never,Never,Not Applicable,Never,35-40,10-15Y
1286,Daily,Daily,Daily,Daily,Daily,No understanding,Never,Never,Seasonally,Weekly,Never,Daily,Never,Daily,Daily,Weekly,Never,Never,Never,Daily,Daily,Never,Never,Daily,Daily,Daily,Not Applicable,Not Applicable,Not Applicable,Never,Never,Daily,Never,Never,Never,Annually,Daily,Never,Never,Never,Never,45-54,5-10Y
1287,Daily,Weekly,Daily,Daily,Never,Daily,Monthly,Never,Seasonally,Not Applicable,Never,Daily,Never,Daily,Daily,Daily,Seasonally,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Not Applicable,Not Applicable,Not Applicable,Daily,Daily,Daily,Daily,Never,Weekly,Seasonally,Daily,Never,Never,Never,Never,35-40,15-20Y
1289,Daily,Daily,Daily,Daily,Daily,Monthly,Daily,Never,Monthly,Weekly,Never,Daily,Never,Daily,Daily,Daily,Never,Not Applicable,Daily,Daily,Daily,Monthly,Daily,Daily,Weekly,Daily,Not Applicable,Not Applicable,Not Applicable,Daily,Never,Daily,Monthly,Monthly,Weekly,Monthly,Monthly,Never,Daily,Daily,Never,45-54,20+Y
1293,Daily,Daily,Daily,Daily,Never,Weekly,Not Applicable,Not Applicable,Not Applicable,Weekly,Never,Never,Never,Never,Seasonally,Annually,Not Applicable,Never,Never,Never,Seasonally,Never,Seasonally,Daily,Daily,Daily,Not Applicable,Not Applicable,Not Applicable,Daily,Not Applicable,Not Applicable,Never,Never,Never,Not Applicable,Daily,Never,Daily,Daily,Daily,55+,20+Y
1297,Daily,Daily,Daily,Daily,Weekly,Daily,Seasonally,Never,Seasonally,Weekly,Never,Daily,Never,Daily,Weekly,Weekly,Not Applicable,Daily,Never,Weekly,Weekly,Never,Seasonally,Daily,Daily,Weekly,Weekly,Never,Seasonally,Daily,Daily,Daily,Daily,Never,Never,Seasonally,Daily,Never,Never,Never,Never,45-54,20+Y
1299,Daily,Daily,Daily,Daily,Never,Weekly,Daily,Never,Seasonally,Daily,Never,Daily,Never,Daily,Daily,Daily,Never,Daily,Daily,Daily,Weekly,Daily,Daily,Daily,Never,Daily,Daily,Daily,Seasonally,Daily,Never,Daily,Never,Never,Never,Seasonally,Never,Never,Never,Not Applicable,Never,45-54,20+Y
1300,Weekly,Weekly,Daily,Daily,Not Applicable,Daily,Seasonally,Never,Seasonally,Daily,Never,Daily,Never,Daily,Weekly,Weekly,Seasonally,Daily,Daily,Seasonally,Daily,Daily,Seasonally,Daily,Daily,Daily,Daily,Daily,Seasonally,Daily,Daily,Daily,Daily,Never,Not Applicable,Seasonally,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,45-54,15-20Y
1301,Daily,Daily,Daily,Daily,Daily,Daily,Seasonally,Seasonally,Seasonally,Not Applicable,Not Applicable,Daily,Not Applicable,Daily,Monthly,Daily,Seasonally,Daily,Daily,Not Applicable,Daily,Daily,Daily,Daily,Daily,Not Applicable,Daily,Daily,Seasonally,Daily,Daily,Daily,Daily,Never,Never,Monthly,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,45-54,20+Y
1304,Not Applicable,Not Applicable,Daily,Never,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Daily,Never,Daily,Never,Never,Daily,Weekly,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Daily,Never,Daily,Not Applicable,Not Applicable,Not Applicable,Never,Never,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,25-34,10-15Y
1305,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Daily,Never,Daily,Monthly,Monthly,Not Applicable,Daily,Never,Daily,Weekly,Never,Weekly,Not Applicable,Not Applicable,Not Applicable,Daily,Never,Weekly,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Daily,Never,Daily,Not Applicable,Not Applicable,35-40,5-10Y
1308,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No understanding,No understanding,Weekly,Never,Weekly,Never,Daily,Never,Never,Never,Weekly,Weekly,Never,Weekly,Not Applicable,Not Applicable,Not Applicable,Never,Never,Monthly,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Daily,Daily,Never,Never,Daily,45-54,15-20Y
1310,Daily,Monthly,Daily,Daily,Seasonally,Daily,Seasonally,Never,Seasonally,Not Applicable,Seasonally,Daily,Never,Seasonally,Seasonally,Seasonally,Never,Daily,Not Applicable,Not Applicable,Daily,Not Applicable,Not Applicable,Daily,Daily,Not Applicable,Daily,Not Applicable,Monthly,Daily,Daily,Daily,Daily,Not Applicable,Not Applicable,Weekly,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,45-54,20+Y
1311,Daily,Daily,Daily,Daily,No understanding,Weekly,Weekly,Never,Never,Daily,Never,Daily,Never,No understanding,Daily,Daily,Never,Daily,Daily,Not Applicable,Daily,Daily,Seasonally,Daily,Daily,Seasonally,Daily,Daily,Not Applicable,Daily,Not Applicable,Annually,Daily,Daily,Weekly,Annually,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,45-54,20+Y
1312,Daily,Daily,Daily,Daily,Not applicable,Not applicable,Monthly,Not applicable,Not applicable,Seasonally,Not applicable,Daily,NR,Daily,Seasonally,Seasonally,Weekly,Daily,Daily,Not applicable,Daily,Daily,Monthly,Daily,Daily,Not applicable,Daily,Daily,Weekly,Not applicable,Not applicable,Seasonally,Daily,Not applicable,Not applicable,Monthly,Daily,Not applicable,Not applicable,Not applicable,Not applicable,55+,20+Y
1313,Not Applicable,Not Applicable,Daily,Not Applicable,Not Applicable,Daily,Not Applicable,Not Applicable,Not Applicable,Monthly,Not Applicable,Daily,Never,Daily,Daily,Daily,Daily,Daily,Not Applicable,Daily,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Never,Never,Daily,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Daily,Daily,Never,Never,Never,45-54,15-20Y
1314,Not Applicable,Not Applicable,Daily,Seasonally,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Daily,Seasonally,Daily,Monthly,Daily,Daily,Daily,Daily,Daily,Seasonally,Daily,Daily,Seasonally,Daily,Not Applicable,Not Applicable,Not Applicable,Daily,Seasonally,Daily,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Daily,Seasonally,Seasonally,Never,Seasonally,45-54,20+Y
1316,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Seasonally,Seasonally,Daily,Daily,Daily,Daily,Weekly,Weekly,Not Applicable,Daily,Daily,Monthly,Monthly,Daily,Monthly,Daily,Daily,Daily,Daily,Daily,Monthly,Daily,Daily,Daily,Daily,Daily,Seasonally,Seasonally,Daily,Daily,Weekly,Not Applicable,Not Applicable,55+,20+Y
1318,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Never,Weekly,Never,Never,Daily,Never,Daily,Weekly,Weekly,Never,Daily,Daily,Daily,Monthly,Daily,Weekly,Daily,Daily,Daily,Daily,Daily,Never,Never,Never,Daily,Daily,Never,Never,Monthly,Daily,Never,Never,Never,Never,55+,20+Y
1320,Monthly,Monthly,Daily,Not Applicable,Daily,Daily,Monthly,Not Applicable,Seasonally,Not Applicable,Not Applicable,Daily,Not Applicable,Daily,Not Applicable,Not Applicable,Seasonally,Daily,Not Applicable,Not Applicable,Daily,Daily,Daily,Daily,Daily,Daily,Not Applicable,Seasonally,Not Applicable,Daily,Daily,Daily,Daily,Not Applicable,Not Applicable,Seasonally,Daily,Not Applicable,Not Applicable,Not Applicable,Not Applicable,45-54,15-20Y
1321,Daily,Daily,Daily,Daily,Daily,Daily,Monthly,Never,Monthly,Seasonally,Seasonally,Daily,Never,Never,Seasonally,Seasonally,Monthly,Seasonally,Seasonally,Seasonally,Daily,Daily,Daily,Daily,Daily,Daily,Never,Not Applicable,Not Applicable,Daily,Daily,Daily,Daily,Never,Never,Monthly,Daily,Daily,Never,Daily,Daily,55+,15-20Y
1322,Daily,Daily,Daily,Daily,Never,Daily,Weekly,Weekly,Monthly,Daily,Never,Daily,Never,Daily,Monthly,Monthly,Monthly,Daily,Daily,Weekly,Daily,Daily,Weekly,Daily,Daily,Daily,Weekly,Weekly,Never,Daily,Daily,Daily,Weekly,Weekly,Seasonally,Seasonally,Daily,Daily,Monthly,Monthly,Not Applicable,45-54,15-20Y
1323,Daily,Daily,Daily,Daily,Daily,Weekly,Seasonally,Seasonally,Seasonally,Not Applicable,Seasonally,Daily,Never,Annually,Seasonally,Not Applicable,Not Applicable,Daily,Daily,Daily,Monthly,Daily,Daily,Daily,Daily,Daily,Seasonally,Not Applicable,Seasonally,Annually,Weekly,Daily,Never,Never,Never,Seasonally,Never,Never,Never,Never,Never,55+,15-20Y
1324,Not Applicable,Not Applicable,Daily,Daily,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Daily,Never,Daily,Never,Daily,Daily,Daily,Never,Never,Never,Never,Daily,Never,Daily,Not Applicable,Not Applicable,Not Applicable,Weekly,Never,Daily,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Daily,Never,Never,No understanding,No understanding,45-54,5-10Y
1325,Daily,Daily,Daily,Daily,Monthly,Daily,Daily,Daily,Seasonally,Daily,Daily,Daily,Never,Daily,Daily,Daily,Never,Seasonally,Never,Seasonally,Daily,Never,Daily,Daily,Weekly,Never,Not Applicable,Seasonally,Never,Never,Daily,Daily,Daily,Never,Never,Seasonally,Daily,Never,Daily,Daily,Daily,55+,15-20Y
1327,Monthly,Monthly,Daily,Daily,Daily,Monthly,Monthly,Never,Monthly,Daily,Monthly,Daily,Never,Daily,Seasonally,Seasonally,Never,Daily,Never,Daily,Daily,Never,Daily,Daily,Daily,Daily,Not Applicable,Not Applicable,Not Applicable,Daily,Daily,Daily,Daily,Daily,Daily,Seasonally,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,45-54,15-20Y
1328,Daily,Monthly,Daily,Daily,Never,Daily,Daily,Never,Seasonally,Not Applicable,Not Applicable,Daily,Never,Never,Seasonally,Never,Never,Daily,Daily,Never,Daily,Daily,Seasonally,Daily,Daily,Daily,Not Applicable,Not Applicable,Not Applicable,Daily,Daily,Daily,Never,Never,Not Applicable,Annually,Daily,Never,Not Applicable,Not Applicable,Not Applicable,55+,5-10Y
1329,Daily,Daily,Daily,Daily,Daily,Daily,Never,Never,Annually,Seasonally,Never,Daily,Never,Never,Seasonally,Seasonally,Never,Never,Never,Never,Seasonally,Never,Seasonally,Daily,Daily,Daily,Not Applicable,Not Applicable,Not Applicable,Daily,Daily,Daily,Daily,Daily,Monthly,Annually,Daily,Never,Never,Never,Never,45-54,10-15Y
1330,Daily,Daily,Daily,Daily,Daily,Daily,Seasonally,Seasonally,Seasonally,Never,Never,Daily,Daily,Never,Never,Never,Daily,Daily,Never,Never,Daily,Never,Never,Daily,Daily,Daily,Daily,Never,Not Applicable,Never,Never,Daily,Daily,Never,Never,Seasonally,Daily,Never,Never,Never,Never,45-54,10-15Y
1332,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Not Applicable,Weekly,Never,Daily,Never,Weekly,Weekly,Weekly,Never,Not Applicable,Not Applicable,Not Applicable,Daily,Daily,Not Applicable,Daily,Daily,Daily,Daily,Daily,Weekly,Never,Daily,Daily,Daily,Daily,Weekly,Monthly,Daily,Daily,Daily,Never,Never,55+,20+Y
1334,Monthly,Monthly,Daily,Daily,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Daily,Never,Daily,Never,Daily,Daily,Daily,Never,Monthly,Monthly,Monthly,Daily,Daily,Daily,Not Applicable,Not Applicable,Not Applicable,Daily,Daily,Daily,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Monthly,Monthly,Monthly,Never,Never,45-54,15-20Y
